./data/VOCdevkit/JPEGImages/121.jpg 400,564,475,640,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/123.jpg 151,313,226,389,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/124.jpg 149,436,224,513,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/125.jpg 274,188,349,264,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/126.jpg 149,188,224,264,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/127.jpg 148,312,223,389,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/128.jpg 149,438,224,514,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/129.jpg 275,562,350,639,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/13.jpg 400,564,475,640,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/130.jpg 400,313,475,389,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/131.jpg 399,437,474,514,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/132.jpg 399,561,474,638,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/133.jpg 399,561,474,638,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/134.jpg 524,313,599,389,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/135.jpg 399,312,474,388,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/136.jpg 399,438,474,514,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/137.jpg 400,562,475,638,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/138.jpg 525,312,600,388,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/139.jpg 399,436,474,513,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/14.jpg 273,314,348,390,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/141.jpg 274,563,349,639,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/142.jpg 525,188,600,264,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/144.jpg 274,187,349,263,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/145.jpg 149,314,224,390,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/146.jpg 275,312,350,388,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/147.jpg 401,312,476,388,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/148.jpg 525,312,600,388,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/149.jpg 276,311,351,388,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/15.jpg 151,313,226,389,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/150.jpg 151,187,226,263,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/152.jpg 399,188,474,264,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/154.jpg 400,436,475,513,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/155.jpg 399,563,474,639,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/156.jpg 401,312,476,388,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/158.jpg 400,562,475,638,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/159.jpg 525,188,600,264,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/161.jpg 275,188,350,264,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/162.jpg 149,311,224,388,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/163.jpg 151,436,226,513,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/164.jpg 273,314,348,390,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/165.jpg 149,313,224,389,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/166.jpg 149,188,224,264,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/167.jpg 401,189,476,265,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/168.jpg 399,314,474,390,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/169.jpg 400,437,475,513,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/17.jpg 274,188,349,264,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/170.jpg 274,188,349,264,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/173.jpg 399,562,474,638,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/174.jpg 274,564,349,640,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/175.jpg 524,188,599,264,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/177.jpg 401,312,476,388,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/178.jpg 399,564,474,640,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/18.jpg 149,188,224,264,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/180.jpg 149,313,224,389,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/181.jpg 148,437,223,513,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/182.jpg 148,437,223,513,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/185.jpg 401,188,476,264,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/186.jpg 398,311,473,388,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/188.jpg 150,312,225,388,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/189.jpg 149,188,224,264,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/190.jpg 401,188,476,264,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/191.jpg 400,311,475,388,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/193.jpg 400,563,475,639,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/194.jpg 399,314,474,390,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/195.jpg 399,438,474,514,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/196.jpg 399,560,474,637,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/197.jpg 525,312,600,388,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/199.jpg 398,436,473,513,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/2.jpg 274,563,349,639,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/20.jpg 149,438,224,514,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/200.jpg 400,562,475,638,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/201.jpg 401,312,476,388,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/202.jpg 400,437,475,513,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/203.jpg 398,562,473,638,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/204.jpg 524,312,599,388,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/205.jpg 399,313,474,389,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/206.jpg 273,187,348,263,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/207.jpg 400,189,475,265,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/209.jpg 149,314,224,391,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/21.jpg 275,562,350,639,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/210.jpg 150,187,225,263,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/211.jpg 401,187,476,263,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/212.jpg 400,313,475,389,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/213.jpg 400,437,475,513,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/215.jpg 275,564,350,640,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/23.jpg 399,437,474,514,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/24.jpg 399,561,474,638,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/25.jpg 399,561,474,638,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/26.jpg 524,313,599,389,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/27.jpg 399,312,474,388,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/29.jpg 400,562,475,638,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/3.jpg 400,563,475,639,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/30.jpg 525,312,600,388,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/31.jpg 399,436,474,513,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/32.jpg 399,561,474,638,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/33.jpg 274,563,349,639,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/34.jpg 525,188,600,264,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/35.jpg 399,188,474,264,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/36.jpg 274,187,349,263,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/37.jpg 149,314,224,390,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/39.jpg 401,312,476,388,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/4.jpg 525,312,600,389,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/41.jpg 276,311,351,388,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/42.jpg 151,187,226,263,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/43.jpg 274,188,349,264,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/45.jpg 400,311,475,388,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/46.jpg 400,436,475,513,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/47.jpg 399,563,474,639,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/48.jpg 401,312,476,388,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/49.jpg 399,437,474,513,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/5.jpg 274,313,349,389,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/50.jpg 400,562,475,638,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/51.jpg 525,188,600,264,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/53.jpg 275,188,350,264,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/54.jpg 149,311,224,388,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/55.jpg 151,436,226,513,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/56.jpg 273,314,348,390,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/57.jpg 149,313,224,389,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/58.jpg 149,188,224,264,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/59.jpg 401,189,476,265,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/6.jpg 150,313,225,389,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/60.jpg 399,314,474,390,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/61.jpg 400,437,475,513,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/62.jpg 274,188,349,264,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/64.jpg 401,436,476,513,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/65.jpg 399,562,474,638,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/66.jpg 274,564,349,640,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/67.jpg 524,188,599,264,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/68.jpg 525,311,600,388,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/69.jpg 401,312,476,388,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/7.jpg 150,437,225,514,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/70.jpg 399,564,474,640,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/71.jpg 276,311,351,388,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/73.jpg 148,437,223,513,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/74.jpg 148,437,223,513,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/75.jpg 151,312,226,388,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/76.jpg 149,188,224,264,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/79.jpg 275,312,350,388,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/8.jpg 524,313,599,389,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/81.jpg 149,188,224,264,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/82.jpg 401,188,476,264,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/83.jpg 400,311,475,388,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/84.jpg 401,438,476,514,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/85.jpg 400,563,475,639,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/86.jpg 399,314,474,390,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/88.jpg 399,560,474,637,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/9.jpg 400,438,475,514,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/90.jpg 400,313,475,389,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/91.jpg 398,436,473,513,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/93.jpg 401,312,476,388,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/94.jpg 400,437,475,513,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/96.jpg 524,312,599,388,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
./data/VOCdevkit/JPEGImages/97.jpg 399,313,474,389,0 261,424,363,527,1 512,424,613,527,1 512,550,613,651,2 135,550,238,651,1
